id,jmbg,ime,prezime,pol,godine,opstina,datum_rodjenja,adresa,telefon,email,prihod,jmbg_format,pib,institucija,postanski_broj,status,napomena
505,23101961760924,Mirjana,Vasić,ženski,28,Niš,27.5.1983.,Dušanova 146,063/4596623,mirjana_vasić@outlook.com,205298,23.10.19617-60924,,,29207,aktivan,
506,28011964853059,Branislav,Radosavljević,ženski,48,Gornji Milanovac,10.4.1990.,Vuka Karadžića 43,065/9763219,branislav_radosavljević28@ptt.rs,96005,28.01.19648-53059,,Narodna banka Srbije,77170,aktivan,
507,03101952732060,Branislav,Filipović,muški,59,Sremska Mitrovica,6.11.1988.,Jovana Cvijića 190,066/0692262,branislav_filipović73@yahoo.com,88503,03.10.19527-32060,,,95892,aktivan,
508,10121958848113,Tamara,Petrović,ženski,51,Kosjerić,17.2.1990.,Bulevar revolucije 186,062/3482630,tamara.petrović70@outlook.com,209092,10.12.19588-48113,,,48488,aktivan,Redovan korisnik usluga
509,19101978757545,Zoran,Tomić,muški,60,Arilje,16.1.1973.,Dušanova 181,062/5124367,zoran-tomić61@eunet.rs,56956,19.10.19787-57545,061587383,,49246,aktivan,
510,07061999848740,Marija,Petrović,ženski,36,Vranje,22.2.1993.,Bulevar revolucije 39,065/3442736,marija-petrović@ptt.rs,160980,07.06.19998-48740,2286921310,Agencija za privredne registre,10592,neaktivan,
511,10042001706423,Tamara,Petrović,ženski,41,Požarevac,13.7.1993.,Njegoševa 7,066/2154324,tamara_petrović3@yahoo.com,43518,10.04.20017-06423,,,46297,neaktivan,Redovan korisnik usluga
512,04101996794354,Nebojša,Kostić,muški,26,Vršac,19.1.1996.,Resk reimska 93,066/6650030,nebojša.kostić@gmail.com,179811,04.10.19967-94354,,,72140,aktivan,
513,24121956767312,Vladimir,Lazić,muški,64,Kragujevac,27.2.1976.,Kružni put 176,063/6780220,vladimir-lazić10@ptt.rs,197081,24.12.19567-67312,8569177210,,86376,neaktivan,
514,01091970814893,Snežana,Stojanović,ženski,69,Čačak,27.7.1993.,Vuka Karadžića 77,064/4037300,snežana-stojanović67@eunet.rs,65587,01.09.19708-14893,,,34432,neaktivan,
515,20111992745387,Nenad,Stanković,ženski,58,Gornji Milanovac,13.8.2001.,Cara Lazara 186,066/4404347,nenad.stanković@gmail.com,175108,20.11.19927-45387,291391309,,62734,aktivan,Redovan korisnik usluga
516,16111970839559,Jasmina,Pavlović,muški,63,Kruševac,26.10.2008.,Bulevar oslobođenja 122,066/9320088,jasmina_pavlović98@outlook.com,111259,16.11.19708-39559,,,58626,aktivan,Redovan korisnik usluga
517,25071985893355,Zoran,Ilić,ženski,41,Ivanjica,16.5.1999.,Njegoševa 31,060/0424666,zoran_ilić77@eunet.rs,158716,25.07.19858-93355,914450412,,31321,aktivan,
518,09011964720236,Tijana,Nikolić,muški,54,Leskovac,27.12.1973.,Gavrila Principa 168,066/2401783,tijana-nikolić58@ptt.rs,141966,09.01.19647-20236,409534438,Ministarstvo finansija,96752,aktivan,
519,19091954832470,Aleksandar,Bošković,muški,64,Leskovac,6.4.1998.,Svetog Save 178,060/7782345,aleksandar-bošković96@ptt.rs,180400,19.09.19548-32470,712414304,Ministarstvo finansija,62146,neaktivan,Redovan korisnik usluga
520,09121981823926,Marina,Stevanović,ženski,24,Zaječar,21.10.1994.,Bulevar revolucije 4,066/3428912,marina-stevanović70@ptt.rs,84005,09.12.19818-23926,,,12070,aktivan,Redovan korisnik usluga
521,26051955803555,Vladimir,Rakić,ženski,58,Vršac,10.11.1988.,Njegoševa 110,069/4439740,vladimir-rakić33@gmail.com,66376,26.05.19558-03555,,Ministarstvo prosvete,48291,aktivan,
522,10121964845628,Marina,Milovanović,ženski,62,Beograd,13.9.1970.,Kružni put 62,069/7302924,marina-milovanović53@eunet.rs,192120,10.12.19648-45628,,,78158,aktivan,Redovan korisnik usluga
523,03071971816899,Biljana,Milošević,ženski,56,Kraljevo,15.1.1972.,Vuka Karadžića 122,063/1093450,biljana_milošević86@gmail.com,194779,03.07.19718-16899,,,63571,aktivan,Redovan korisnik usluga
524,22101996738884,Dušan,Stevanović,ženski,47,Vranje,15.8.2008.,Bulevar oslobođenja 162,065/7821278,dušan_stevanović@yahoo.com,129261,22.10.19967-38884,,,32700,aktivan,Redovan korisnik usluga
525,14101954720635,Marija,Savić,muški,64,Vršac,28.6.1980.,Takovska 147,069/3674652,marija.savić9@outlook.com,213157,14.10.19547-20635,539527787,,19799,aktivan,
526,20071971737552,Ivana,Stamenković,muški,52,Novi Sad,22.11.1972.,Nikole Tesle 42,060/2630830,ivana-stamenković@outlook.com,168352,20.07.19717-37552,673431944,,21463,aktivan,Redovan korisnik usluga
527,24091985758761,Ivan,Jovanović,ženski,36,Užice,19.8.1998.,Vuka Karadžića 4,064/0902471,ivan.jovanović@ptt.rs,141026,24.09.19857-58761,,Ministarstvo unutrašnjih poslova,48710,neaktivan,
528,09081963792235,Dejan,Nikolić,ženski,65,Sombor,6.10.2000.,Dušanova 59,061/5527398,dejan-nikolić@yahoo.com,175394,09.08.19637-92235,,,32317,neaktivan,Redovan korisnik usluga
529,17112001770875,Nikola,Todorović,ženski,64,Subotica,17.5.1983.,Kneza Mihaila 63,066/2175308,nikola-todorović@gmail.com,113967,17.11.20017-70875,,,15575,neaktivan,
530,28121956786336,Borislav,Vasić,muški,52,Vršac,22.11.1991.,Resk reimska 119,064/4981475,borislav.vasić87@ptt.rs,209862,28.12.19567-86336,760757951,,97518,aktivan,
531,18041983741041,Mladen,Stamenković,ženski,26,Lučani,19.7.2008.,Vuka Karadžića 161,066/7910140,mladen_stamenković@eunet.rs,57702,18.04.19837-41041,,,31450,aktivan,Redovan korisnik usluga
532,28111996815151,Miroslav,Tomić,muški,25,Beograd,14.7.1977.,Milana Toplice 159,060/7166677,miroslav.tomić47@gmail.com,130308,28.11.19968-15151,,,71030,neaktivan,Redovan korisnik usluga
533,04071982721021,Vladimir,Rakić,ženski,22,Požega,25.3.1982.,Nemaninjina 17,066/7328108,vladimir.rakić63@gmail.com,214926,04.07.19827-21021,100997708,Ministarstvo unutrašnjih poslova,93664,aktivan,
534,17051969814395,Gordana,Vasić,muški,22,Vranje,2.7.1970.,Vojvode Mišića 17,064/7609616,gordana.vasić1@eunet.rs,82060,17.05.19698-14395,253172272,,87843,aktivan,Redovan korisnik usluga
535,01102005864491,Nenad,Tomić,ženski,55,Loznica,25.6.1970.,Bulevar revolucije 185,064/8107627,nenad.tomić12@outlook.com,88867,01.10.20058-64491,,Poreska uprava,58906,aktivan,Redovan korisnik usluga
536,18101962794229,Miloš,Đorđević,muški,40,Aranđelovac,3.12.2005.,Gavrila Principa 53,060/4740866,miloš_đorđević8@ptt.rs,102531,18.10.19627-94229,,,58696,aktivan,
537,28041977753963,Miroslav,Nikolić,ženski,68,Sombor,19.6.1979.,Takovska 83,063/5018679,miroslav-nikolić@yahoo.com,104611,28.04.19777-53963,,,60886,aktivan,
538,09081950882217,Mladen,Vasiljević,muški,69,Kosjerić,16.7.1975.,Gavrila Principa 122,069/5952428,mladen_vasiljević@outlook.com,94776,09.08.19508-82217,,,11661,aktivan,Redovan korisnik usluga
539,03021971809125,Tijana,Đorđević,muški,31,Lučani,15.7.1989.,Cara Dušana 154,060/2021737,tijana-đorđević@ptt.rs,42284,03.02.19718-09125,,,84355,aktivan,
540,25071968772396,Marko,Milošević,ženski,69,Niš,6.3.1981.,Karađorđeva 79,064/9817993,marko_milošević@ptt.rs,53356,25.07.19687-72396,,Poreska uprava,55990,neaktivan,Redovan korisnik usluga
541,03012001843571,Aleksandar,Milovanović,muški,54,Prokuplje,4.5.1973.,Vojvode Mišića 166,062/6656639,aleksandar_milovanović47@outlook.com,76384,03.01.20018-43571,847834486,,43963,aktivan,
542,16061962848570,Gordana,Bošković,muški,69,Aranđelovac,6.6.1981.,Kružni put 169,063/8065889,gordana_bošković45@outlook.com,183664,16.06.19628-48570,,,83846,aktivan,
543,27041993725845,Milanka,Matić,ženski,27,Vranje,14.12.1981.,Vojvode Mišića 183,069/2524258,milanka-matić27@outlook.com,155182,27.04.19937-25845,692426704,,90498,neaktivan,Redovan korisnik usluga
544,06061978720040,Borislav,Ilić,ženski,44,Prokuplje,14.9.1980.,Jovana Cvijića 193,062/4993144,borislav.ilić21@ptt.rs,113671,06.06.19787-20040,268276872,,39243,aktivan,
545,14021960734309,Snežana,Gavrilović,muški,43,Prokuplje,20.7.2007.,Vuka Karadžića 193,062/6513158,snežana-gavrilović@outlook.com,66544,14.02.19607-34309,,Ministarstvo finansija,98807,aktivan,
546,25091991708171,Vladimir,Mihajlović,ženski,22,Sombor,21.8.1982.,Vuka Karadžića 11,065/1916440,vladimir.mihajlović@outlook.com,90403,25.09.19917-08171,,,21865,neaktivan,
547,15041970849426,Tijana,Vasić,muški,34,Bajina Bašta,10.11.2002.,Svetog Save 143,069/7688095,tijana_vasić@gmail.com,223342,15.04.19708-49426,271630367,,36456,aktivan,
548,19091992790041,Marko,Stevanović,ženski,24,Kraljevo,10.7.1970.,Princa Evgenija 139,061/2901053,marko-stevanović@gmail.com,51177,19.09.19927-90041,,,31053,neaktivan,
549,24012005798927,Danica,Vasić,muški,23,Vranje,20.5.2005.,Nemaninjina 73,064/7998466,danica.vasić@outlook.com,208692,24.01.20057-98927,9849841010,,29288,aktivan,
550,24101998815156,Zoran,Petrović,muški,53,Subotica,6.11.1973.,Cara Dušana 87,063/0673404,zoran-petrović94@eunet.rs,68776,24.10.19988-15156,4224562210,,14995,aktivan,
551,23031959777309,Vladimir,Vuković,muški,24,Novi Sad,10.2.1989.,Gavrila Principa 148,061/6646154,vladimir_vuković81@ptt.rs,72496,23.03.19597-77309,8537379710,,52904,neaktivan,
552,24041984838325,Ivana,Rakić,muški,66,Valjevo,16.3.1999.,Gavrila Principa 163,061/8318663,ivana-rakić97@eunet.rs,76867,24.04.19848-38325,880221782,,23192,aktivan,
553,16111989714382,Marko,Vuković,muški,50,Bor,13.7.1988.,Dušanova 89,069/5790577,marko_vuković@yahoo.com,220497,16.11.19897-14382,,,59815,neaktivan,
554,20031992808867,Srđan,Lazić,muški,49,Kruševac,23.1.1984.,Resk reimska 169,060/0990872,srđan_lazić@ptt.rs,85815,20.03.19928-08867,,,87025,neaktivan,Redovan korisnik usluga
555,11031989724285,Tijana,Rakić,muški,32,Kosjerić,13.4.1995.,Kneza Mihaila 83,061/9245780,tijana-rakić@ptt.rs,86124,11.03.19897-24285,,,81284,neaktivan,
556,26091983868066,Dušan,Vasić,muški,21,Zrenjanin,25.11.1973.,Takovska 60,062/5135837,dušan_vasić82@yahoo.com,129717,26.09.19838-68066,,,58759,neaktivan,
557,26031958773241,Marko,Gavrilović,ženski,40,Lučani,12.12.1992.,Branka Radičevića 175,066/0553078,marko.gavrilović12@gmail.com,136733,26.03.19587-73241,577810816,,33541,aktivan,
558,05071964766942,Nikola,Jovanović,muški,56,Subotica,7.8.1988.,Cara Dušana 191,065/7427102,nikola_jovanović23@yahoo.com,83138,05.07.19647-66942,,,46197,aktivan,
559,08071955812176,Milena,Kostić,ženski,35,Čačak,2.10.1989.,Cara Lazara 143,065/7135620,milena.kostić34@ptt.rs,68393,08.07.19558-12176,821408309,,71076,aktivan,
560,15041981775990,Borislav,Stamenković,ženski,24,Arilje,14.9.1975.,Vuka Karadžića 85,066/0733945,borislav_stamenković62@eunet.rs,127807,15.04.19817-75990,075948398,,58093,aktivan,
561,10101969800027,Tijana,Antonijević,muški,41,Valjevo,6.4.1971.,Princa Evgenija 192,066/4823329,tijana-antonijević@yahoo.com,64623,10.10.19698-00027,,,95743,neaktivan,
562,13061968885381,Milanka,Lazić,ženski,35,Ivanjica,14.8.2001.,Vojvode Mišića 181,063/4587469,milanka.lazić@ptt.rs,52600,13.06.19688-85381,,Ministarstvo zdravlja,77366,aktivan,
563,08121965834435,Željko,Radosavljević,muški,59,Požarevac,8.12.2008.,Mihajla Pupina 67,065/1461597,željko-radosavljević28@ptt.rs,109240,08.12.19658-34435,,,87482,neaktivan,
564,26061985882143,Dragan,Stevanović,ženski,54,Kragujevac,26.2.1972.,Karađorđeva 105,063/8018074,dragan.stevanović@gmail.com,156674,26.06.19858-82143,,Narodna skupština Republike Srbije,73391,aktivan,
565,27071993780728,Milena,Stojanović,muški,55,Zrenjanin,16.9.1998.,Nikole Tesle 194,060/9503518,milena-stojanović45@eunet.rs,210088,27.07.19937-80728,634067524,,86457,aktivan,Redovan korisnik usluga
566,11121993848110,Mirjana,Simić,ženski,64,Ivanjica,7.2.2000.,Nikole Tesle 175,063/7920065,mirjana_simić14@gmail.com,154269,11.12.19938-48110,,,14462,aktivan,Redovan korisnik usluga
567,11072003754247,Ana,Kostić,muški,51,Šabac,20.8.1990.,Dušanova 65,066/7473613,ana.kostić@gmail.com,100293,11.07.20037-54247,9791789410,,93095,aktivan,Redovan korisnik usluga
568,06081989775039,Dušan,Ilić,ženski,45,Užice,12.7.1980.,Resk reimska 151,065/3990082,dušan-ilić85@ptt.rs,225351,06.08.19897-75039,,,69875,aktivan,
569,04121994783344,Miroslav,Mihajlović,muški,54,Leskovac,14.5.2007.,Vuka Karadžića 74,062/0717285,miroslav.mihajlović@eunet.rs,147774,04.12.19947-83344,,,27400,aktivan,
570,26081958846329,Dejan,Vuković,ženski,31,Bajina Bašta,28.3.1979.,Princa Evgenija 177,065/7206260,dejan-vuković@ptt.rs,105599,26.08.19588-46329,,,97256,aktivan,
571,19121973887235,Dušan,Vuković,muški,39,Kragujevac,23.9.2000.,Vuka Karadžića 24,069/5800295,dušan_vuković92@yahoo.com,32287,19.12.19738-87235,,,56627,aktivan,
572,24071952798966,Snežana,Branković,muški,43,Kraljevo,1.9.1974.,Cara Lazara 41,064/2642424,snežana_branković62@eunet.rs,113748,24.07.19527-98966,,,55628,aktivan,
573,12101999742346,Dejan,Matić,ženski,40,Aranđelovac,26.10.1980.,Bulevar oslobođenja 139,060/1838965,dejan.matić5@outlook.com,216738,12.10.19997-42346,,,42781,aktivan,
574,02061952823044,Gordana,Jovanović,muški,45,Bor,5.3.1978.,Svetog Save 39,061/0310587,gordana-jovanović@eunet.rs,148506,02.06.19528-23044,,,59704,neaktivan,Redovan korisnik usluga
575,11101980849441,Nenad,Ilić,muški,37,Subotica,16.9.1981.,Bulevar oslobođenja 107,065/5305152,nenad.ilić@yahoo.com,60322,11.10.19808-49441,,Ministarstvo prosvete,57132,aktivan,
576,07011991867561,Nikola,Nikolić,muški,27,Vranje,11.4.1984.,Princa Evgenija 25,063/9742838,nikola-nikolić@gmail.com,95623,07.01.19918-67561,,,38220,aktivan,Redovan korisnik usluga
577,24091975866411,Vladimir,Tomić,muški,44,Vranje,18.10.2002.,Milana Toplice 160,063/7786237,vladimir.tomić@ptt.rs,160718,24.09.19758-66411,,,19830,aktivan,
578,16031995724253,Danica,Nikolić,muški,36,Ivanjica,28.9.1989.,Mihajla Pupina 156,062/7618059,danica.nikolić@outlook.com,86307,16.03.19957-24253,,,20684,aktivan,
579,16032005759731,Nebojša,Milovanović,muški,67,Sombor,15.5.1974.,Mihajla Pupina 85,069/5085813,nebojša-milovanović6@ptt.rs,129569,16.03.20057-59731,,,68355,aktivan,Redovan korisnik usluga
580,19041990812491,Marina,Stojanović,ženski,25,Kraljevo,6.1.1990.,Resk reimska 153,065/5122024,marina_stojanović86@yahoo.com,90423,19.04.19908-12491,,,58590,aktivan,
581,27121954719939,Tijana,Radosavljević,muški,63,Požega,6.12.1971.,Njegoševa 91,066/6237314,tijana_radosavljević58@outlook.com,133524,27.12.19547-19939,484425743,,85855,neaktivan,Redovan korisnik usluga
582,25011956740361,Jasmina,Vasić,muški,47,Vranje,3.6.1982.,Kružni put 2,061/2498379,jasmina-vasić69@outlook.com,42033,25.01.19567-40361,732008797,,38310,aktivan,
583,06111952743308,Milena,Stevanović,ženski,41,Kruševac,26.10.1981.,Jovana Cvijića 146,065/0630585,milena-stevanović@outlook.com,142109,06.11.19527-43308,499195434,,53001,aktivan,
584,13061956821096,Milena,Savić,ženski,62,Beograd,18.8.1991.,Nikole Tesle 20,065/9773147,milena.savić@gmail.com,107703,13.06.19568-21096,,Narodna banka Srbije,31275,aktivan,
585,14071969898835,Tijana,Gavrilović,ženski,56,Zrenjanin,8.6.1972.,Resk reimska 80,064/9410194,tijana-gavrilović@outlook.com,140228,14.07.19698-98835,,,90981,aktivan,Redovan korisnik usluga
586,12061983727007,Miroslav,Stamenković,muški,45,Kosjerić,28.8.1991.,Cara Dušana 52,062/9864152,miroslav_stamenković66@yahoo.com,66525,12.06.19837-27007,558824603,,50118,aktivan,Redovan korisnik usluga
587,24061965850095,Nenad,Branković,ženski,36,Sremska Mitrovica,18.7.1988.,Gavrila Principa 18,065/9815947,nenad_branković84@outlook.com,222738,24.06.19658-50095,,,88939,aktivan,
588,24122005817621,Miloš,Dragić,ženski,59,Bajina Bašta,12.6.1988.,Vuka Karadžića 47,062/2316022,miloš.dragić87@ptt.rs,192343,24.12.20058-17621,,,46849,aktivan,Redovan korisnik usluga
589,27061969815539,Branislav,Jovanović,ženski,42,Ivanjica,6.4.1985.,Vuka Karadžića 99,061/7223777,branislav_jovanović6@gmail.com,143467,27.06.19698-15539,,,93542,aktivan,
590,18031994742304,Ivan,Branković,muški,21,Požarevac,27.5.1995.,Gavrila Principa 138,066/2900985,ivan_branković24@ptt.rs,68491,18.03.19947-42304,,,68956,neaktivan,Redovan korisnik usluga
591,10111976801836,Vladimir,Petrović,ženski,23,Niš,11.4.1987.,Nemaninjina 99,061/6221782,vladimir-petrović88@eunet.rs,100603,10.11.19768-01836,003386346,,48816,aktivan,
592,24071983843438,Ana,Lazić,ženski,68,Loznica,23.9.2005.,Vuka Karadžića 169,069/9123501,ana_lazić@ptt.rs,177764,24.07.19838-43438,,,54111,aktivan,Redovan korisnik usluga
593,22061968881587,Dragan,Ilić,muški,55,Čačak,8.10.1978.,Branka Radičevića 50,063/5506014,dragan_ilić@outlook.com,149565,22.06.19688-81587,,,18823,aktivan,
594,21101979792634,Borislav,Milošević,muški,29,Novi Sad,21.4.1996.,Stevana Sremca 180,069/4821329,borislav_milošević@yahoo.com,53875,21.10.19797-92634,,,14179,aktivan,
595,08031952890271,Đorđe,Đorđević,ženski,68,Bor,7.12.1973.,Branka Radičevića 17,069/5160390,đorđe.đorđević@ptt.rs,40090,08.03.19528-90271,,,65456,aktivan,
596,03092000797357,Ana,Vuković,muški,35,Leskovac,22.9.1971.,Kneza Mihaila 20,065/5993353,ana_vuković86@gmail.com,75163,03.09.20007-97357,,,80550,aktivan,Redovan korisnik usluga
597,06121994898371,Mladen,Petrović,muški,35,Bor,24.2.1994.,Nikole Tesle 78,061/2972564,mladen_petrović25@eunet.rs,73100,06.12.19948-98371,1809264110,,86003,aktivan,
598,26092001721188,Dragan,Jovanović,ženski,37,Subotica,24.8.1980.,Vojvode Mišića 189,065/7184428,dragan.jovanović@outlook.com,71058,26.09.20017-21188,,,53285,neaktivan,
599,21041977821236,Nenad,Radosavljević,muški,42,Kragujevac,8.3.1995.,Gavrila Principa 167,064/6847222,nenad-radosavljević@yahoo.com,126907,21.04.19778-21236,,,56568,aktivan,
600,15091986719268,Miloš,Bošković,ženski,43,Kosjerić,12.2.1979.,Cara Lazara 173,060/6630745,miloš-bošković14@eunet.rs,43434,15.09.19867-19268,,,25007,aktivan,
601,13062000843316,Biljana,Petrović,ženski,57,Čačak,27.5.1982.,Bulevar oslobođenja 29,062/7197786,biljana-petrović@yahoo.com,202935,13.06.20008-43316,,,48175,aktivan,Redovan korisnik usluga
602,23061972897714,Miroslav,Nikolić,muški,45,Lučani,18.11.1980.,Vuka Karadžića 6,064/2278826,miroslav_nikolić75@eunet.rs,45142,23.06.19728-97714,,Agencija za privredne registre,24938,aktivan,
603,28041966832480,Tijana,Matić,muški,26,Požarevac,8.4.2003.,Jovana Cvijića 187,062/4460836,tijana.matić@eunet.rs,164393,28.04.19668-32480,,,59635,aktivan,Redovan korisnik usluga
604,19102004865091,Milanka,Dragić,ženski,30,Novi Pazar,7.4.2009.,Karađorđeva 98,063/5469341,milanka-dragić@eunet.rs,71779,19.10.20048-65091,999195661,Ministarstvo prosvete,98696,aktivan,
605,16041990756741,Borislav,Kostić,ženski,60,Bor,8.5.2000.,Kralja Aleksandra 152,064/2821485,borislav_kostić30@ptt.rs,166516,16.04.19907-56741,,,34561,neaktivan,Redovan korisnik usluga
606,17111984835163,Mladen,Matić,ženski,33,Prokuplje,15.3.2009.,Princa Evgenija 14,066/5495831,mladen_matić62@eunet.rs,151196,17.11.19848-35163,312555070,,36412,aktivan,
607,22051992786102,Vladimir,Stamenković,ženski,24,Šabac,19.3.1973.,Nikole Tesle 15,060/4836659,vladimir-stamenković@eunet.rs,134706,22.05.19927-86102,,,20834,aktivan,Redovan korisnik usluga
608,16041993773796,Tijana,Vasić,ženski,38,Požarevac,17.2.1994.,Gavrila Principa 121,065/1225029,tijana_vasić@yahoo.com,229587,16.04.19937-73796,842285612,,65947,aktivan,
609,15101972768986,Jelena,Jovanović,muški,62,Pančevo,27.6.2001.,Njegoševa 173,065/0357809,jelena-jovanović84@gmail.com,200884,15.10.19727-68986,435459953,Ministarstvo zdravlja,50698,aktivan,Redovan korisnik usluga
610,16071974811921,Nebojša,Savić,ženski,33,Subotica,9.4.1995.,Cara Lazara 192,069/8616401,nebojša.savić@outlook.com,126478,16.07.19748-11921,,,51704,aktivan,
611,01011953753821,Vladimir,Branković,muški,47,Prokuplje,1.4.1993.,Bulevar oslobođenja 154,069/0486439,vladimir.branković@ptt.rs,45438,01.01.19537-53821,548256280,Ministarstvo prosvete,95330,aktivan,
612,24041995856724,Maja,Milovanović,muški,37,Kruševac,2.2.2006.,Bulevar oslobođenja 36,063/8116881,maja.milovanović@outlook.com,34959,24.04.19958-56724,,,98403,neaktivan,
613,24111974703101,Tijana,Ilić,muški,53,Zaječar,19.4.1982.,Cara Dušana 3,060/0412340,tijana.ilić@eunet.rs,84877,24.11.19747-03101,,Agencija za privredne registre,89399,aktivan,
614,14011965839888,Aleksandar,Mihajlović,muški,69,Šabac,12.11.2009.,Mihajla Pupina 173,062/2440048,aleksandar-mihajlović@yahoo.com,204197,14.01.19658-39888,,,64861,aktivan,Redovan korisnik usluga
615,18122005789159,Miloš,Matić,muški,48,Novi Sad,7.4.1990.,Resk reimska 93,062/0011763,miloš-matić13@yahoo.com,58762,18.12.20057-89159,,,44995,aktivan,
616,25082001711926,Tijana,Gavrilović,muški,47,Novi Sad,1.6.1976.,Cara Lazara 98,062/2339768,tijana_gavrilović17@gmail.com,32003,25.08.20017-11926,,,21782,aktivan,Redovan korisnik usluga
617,07111965780540,Dejan,Lazić,muški,57,Novi Sad,26.8.2007.,Dušanova 193,064/1160830,dejan.lazić@ptt.rs,50575,07.11.19657-80540,,,62400,neaktivan,
618,04021972863571,Tijana,Jovanović,ženski,23,Kraljevo,20.7.1992.,Vuka Karadžića 173,062/2800618,tijana_jovanović95@gmail.com,179644,04.02.19728-63571,,,58053,aktivan,
619,28111966867824,Danica,Pavlović,muški,65,Čačak,15.3.1973.,Jovana Cvijića 163,064/8277665,danica-pavlović@yahoo.com,213176,28.11.19668-67824,,,79672,aktivan,Redovan korisnik usluga
620,16041972741642,Jasmina,Nikolić,muški,33,Sremska Mitrovica,3.8.1990.,Dušanova 122,065/3327953,jasmina_nikolić23@eunet.rs,75375,16.04.19727-41642,,,71831,neaktivan,
621,09111951714708,Dragan,Stojanović,muški,55,Prokuplje,5.10.1990.,Jovana Cvijića 190,064/5485895,dragan-stojanović@yahoo.com,108427,09.11.19517-14708,066054860,,40098,aktivan,
622,04101988705694,Miloš,Branković,muški,36,Bajina Bašta,14.4.2003.,Jovana Cvijića 149,066/7372673,miloš.branković81@ptt.rs,84221,04.10.19887-05694,,,91528,aktivan,Redovan korisnik usluga
623,13061952797051,Mladen,Marković,ženski,48,Kosjerić,24.10.1979.,Branka Radičevića 185,060/2158760,mladen.marković@eunet.rs,47497,13.06.19527-97051,505441137,,30401,aktivan,Redovan korisnik usluga
624,19121951893649,Đorđe,Stamenković,muški,60,Požega,19.9.1991.,Vuka Karadžića 101,063/1661410,đorđe_stamenković3@outlook.com,175364,19.12.19518-93649,,,59468,aktivan,
625,04031969712403,Miroljub,Petrović,muški,29,Požega,24.10.1988.,Stevana Sremca 79,064/3525843,miroljub-petrović@eunet.rs,91371,04.03.19697-12403,305880436,Ministarstvo zdravlja,62601,neaktivan,
626,04081956864440,Branislav,Stevanović,ženski,24,Kruševac,27.9.1988.,Takovska 138,061/5476658,branislav-stevanović80@eunet.rs,174517,04.08.19568-64440,370488373,,80946,aktivan,
627,12041977703301,Danica,Rakić,muški,47,Kragujevac,9.9.1992.,Stevana Sremca 96,064/1418159,danica.rakić11@ptt.rs,125486,12.04.19777-03301,,Poreska uprava,57814,aktivan,
628,25051954813140,Milanka,Radosavljević,ženski,32,Pančevo,5.8.1993.,Milana Toplice 13,063/6640450,milanka-radosavljević16@gmail.com,129959,25.05.19548-13140,442578524,Ministarstvo finansija,21512,neaktivan,Redovan korisnik usluga
629,22091962790905,Ana,Lazić,muški,22,Niš,3.3.1980.,Kružni put 189,066/5857621,ana_lazić@gmail.com,211861,22.09.19627-90905,640136206,Vlada Republike Srbije,25496,aktivan,
630,16081955745683,Ivana,Radosavljević,ženski,28,Aranđelovac,17.8.1982.,Takovska 160,063/1564334,ivana.radosavljević@yahoo.com,171946,16.08.19557-45683,183896655,,35912,aktivan,Redovan korisnik usluga
631,28031986891029,Srđan,Jovanović,muški,20,Sombor,2.6.1983.,Vojvode Mišića 82,069/6315446,srđan-jovanović@yahoo.com,145788,28.03.19868-91029,,,41144,neaktivan,
632,24061992734829,Borislav,Vasić,muški,65,Kosjerić,27.1.1982.,Kralja Aleksandra 128,062/1957268,borislav_vasić48@ptt.rs,105857,24.06.19927-34829,,,88166,neaktivan,Redovan korisnik usluga
633,25051984829181,Milena,Tomić,muški,68,Kruševac,23.9.1982.,Stevana Sremca 48,062/0149053,milena.tomić46@eunet.rs,132607,25.05.19848-29181,,,49660,aktivan,Redovan korisnik usluga
634,05021981733561,Vladimir,Milošević,ženski,40,Kruševac,1.8.2009.,Branka Radičevića 136,063/3356656,vladimir_milošević95@outlook.com,40684,05.02.19817-33561,,,25007,neaktivan,Redovan korisnik usluga
635,21071972849508,Tamara,Nikolić,ženski,43,Lučani,16.7.1999.,Kružni put 156,069/5932038,tamara_nikolić@yahoo.com,202100,21.07.19728-49508,,,49923,aktivan,
636,23041980883230,Vladimir,Stamenković,ženski,50,Zrenjanin,28.12.2000.,Njegoševa 78,064/1412931,vladimir-stamenković@yahoo.com,178208,23.04.19808-83230,170981445,,59550,aktivan,Redovan korisnik usluga
637,02051995710141,Mladen,Milošević,muški,33,Bor,21.2.1990.,Cara Lazara 106,064/8660511,mladen_milošević@gmail.com,157017,02.05.19957-10141,,,69621,aktivan,
638,12021973794483,Ivan,Milošević,muški,29,Bajina Bašta,16.8.1970.,Karađorđeva 112,069/0174508,ivan-milošević39@ptt.rs,129108,12.02.19737-94483,906498494,Narodna banka Srbije,65380,aktivan,
639,05101959823754,Branislav,Todorović,ženski,26,Vršac,10.4.2002.,Princa Evgenija 192,060/2976741,branislav-todorović@gmail.com,107712,05.10.19598-23754,,,38940,aktivan,
640,20031983837291,Gordana,Bošković,muški,56,Sombor,26.9.2008.,Dušanova 138,064/6576534,gordana-bošković@yahoo.com,174753,20.03.19838-37291,107152938,,60646,aktivan,Redovan korisnik usluga
641,01061983720441,Borislav,Antonijević,muški,63,Leskovac,27.11.2002.,Takovska 21,064/1907821,borislav.antonijević38@outlook.com,163453,01.06.19837-20441,,Ministarstvo unutrašnjih poslova,81609,aktivan,
